"Step","env_id: NNBandit-v0 - exploration_rate","env_id: NNBandit-v0 - exploration_rate__MIN","env_id: NNBandit-v0 - exploration_rate__MAX"
"1","0.5","0.5","0.5"
"2","0.49799999999999983","0.498","0.498"
"3","0.49600799999999984","0.496008","0.496008"
"4","0.49402396800000015","0.494023968","0.494023968"
"5","0.49204787212799983","0.492047872128","0.492047872128"
"6","0.4900796806394877","0.490079680639488","0.490079680639488"
"7","0.48811936191692984","0.48811936191693","0.48811936191693"
"8","0.48616688446926254","0.48616688446926226","0.48616688446926226"
"9","0.48422221693138556","0.48422221693138523","0.48422221693138523"
"10","0.4822853280636595","0.4822853280636597","0.4822853280636597"
"11","0.4803561867514054","0.48035618675140507","0.48035618675140507"
"12","0.47843476200439927","0.47843476200439944","0.47843476200439944"
"13","0.4765210229563817","0.4765210229563818","0.4765210229563818"
"14","0.4746149388645565","0.4746149388645563","0.4746149388645563"
"15","0.4727164791090979","0.4727164791090981","0.4727164791090981"
"16","0.470825613192662","0.4708256131926617","0.4708256131926617"
"17","0.46894231073989096","0.46894231073989107","0.46894231073989107"
"18","0.46706654149693166","0.4670665414969315","0.4670665414969315"
"19","0.46519827533094343","0.46519827533094377","0.46519827533094377"
"20","0.4633374822296203","0.46333748222962","0.46333748222962"
"21","0.46148413230070123","0.4614841323007015","0.4614841323007015"
"22","0.4596381957714986","0.4596381957714987","0.4596381957714987"
"23","0.45779964298841247","0.45779964298841275","0.45779964298841275"
"24","0.45596844441645945","0.4559684444164591","0.4559684444164591"
"25","0.45414457063879304","0.45414457063879327","0.45414457063879327"
"26","0.45232799235623833","0.4523279923562381","0.4523279923562381"
"27","0.4505186803868129","0.45051868038681314","0.45051868038681314"
"28","0.4487166056652661","0.4487166056652659","0.4487166056652659"
"29","0.44692173924260464","0.4469217392426048","0.4469217392426048"
"30","0.44513405228563474","0.4451340522856344","0.4451340522856344"
"31","0.44335351607649187","0.44335351607649187","0.44335351607649187"
"32","0.4415801020121856","0.4415801020121859","0.4415801020121859"
"33","0.43981378160413703","0.43981378160413714","0.43981378160413714"
"34","0.43805452647772075","0.4380545264777206","0.4380545264777206"
"35","0.4363023083718095","0.4363023083718097","0.4363023083718097"
"36","0.43455709913832236","0.43455709913832247","0.43455709913832247"
"37","0.4328188707417694","0.43281887074176917","0.43281887074176917"
"38","0.4310875952588021","0.4310875952588021","0.4310875952588021"
"39","0.4293632448777666","0.4293632448777669","0.4293632448777669"
"40","0.4276457918982556","0.4276457918982558","0.4276457918982558"
"41","0.4259352087306626","0.42593520873066276","0.42593520873066276"
"42","0.42423146789574023","0.4242314678957401","0.4242314678957401"
"43","0.42253454202415736","0.42253454202415713","0.42253454202415713"
"44","0.4208444038560604","0.4208444038560605","0.4208444038560605"
"45","0.4191610262406365","0.4191610262406362","0.4191610262406362"
"46","0.4174843821356737","0.4174843821356737","0.4174843821356737"
"47","0.41581444460713085","0.41581444460713096","0.41581444460713096"
"48","0.4141511868287023","0.41415118682870244","0.41415118682870244"
"49","0.4124945820813876","0.4124945820813876","0.4124945820813876"
"50","0.41084460375306214","0.4108446037530621","0.4108446037530621"
"51","0.40920122533804987","0.4092012253380498","0.4092012253380498"
"52","0.40756442043669766","0.4075644204366976","0.4075644204366976"
"53","0.405934162754951","0.4059341627549508","0.4059341627549508"
"54","0.4043104261039313","0.40431042610393103","0.40431042610393103"
"55","0.40269318439951535","0.4026931843995153","0.4026931843995153"
"56","0.4010824116619175","0.4010824116619172","0.4010824116619172"
"57","0.3994780820152695","0.3994780820152695","0.3994780820152695"
"58","0.39788016968720846","0.39788016968720846","0.39788016968720846"
"59","0.3962886490084596","0.3962886490084596","0.3962886490084596"
"60","0.3947034944124256","0.39470349441242575","0.39470349441242575"
"61","0.39312468043477594","0.39312468043477605","0.39312468043477605"
"62","0.3915521817130367","0.39155218171303696","0.39155218171303696"
"63","0.38998597298618504","0.3899859729861848","0.3899859729861848"
"64","0.3884260290942402","0.38842602909424007","0.38842602909424007"
"65","0.3868723249778631","0.3868723249778631","0.3868723249778631"
"66","0.3853248356779518","0.38532483567795167","0.38532483567795167"
"67","0.3837835363352399","0.38378353633523987","0.38378353633523987"
"68","0.38224840218989914","0.3822484021898989","0.3822484021898989"
"69","0.3807194085811395","0.38071940858113934","0.38071940858113934"
"70","0.37919653094681455","0.37919653094681477","0.37919653094681477"
"71","0.37767974482302746","0.3776797448230275","0.3776797448230275"
"72","0.37616902584373524","0.3761690258437354","0.3761690258437354"
"73","0.3746643497403604","0.37466434974036045","0.37466434974036045"
"74","0.3731656923413988","0.373165692341399","0.373165692341399"
"75","0.37167302957203324","0.3716730295720334","0.3716730295720334"
"76","0.3701863374537453","0.3701863374537453","0.3701863374537453"
"77","0.3687055921039305","0.36870559210393034","0.36870559210393034"
"78","0.36723076973551444","0.3672307697355146","0.3672307697355146"
"79","0.3657618466565727","0.3657618466565725","0.3657618466565725"
"80","0.36429879926994607","0.36429879926994624","0.36429879926994624"
