"Step","env_id: ContextualBandit-v2 - exploration_rate","env_id: ContextualBandit-v2 - exploration_rate__MIN","env_id: ContextualBandit-v2 - exploration_rate__MAX"
"1","0.6","0.6","0.6"
"2","0.5978999999999995","0.5979","0.5979"
"3","0.59580735","0.5958073500000001","0.5958073500000001"
"4","0.5937220242749998","0.5937220242750001","0.5937220242750001"
"5","0.5916439971900371","0.5916439971900376","0.5916439971900376"
"6","0.5895732431998725","0.5895732431998725","0.5895732431998725"
"7","0.5875097368486731","0.5875097368486729","0.5875097368486729"
"8","0.5854534527697023","0.5854534527697026","0.5854534527697026"
"9","0.5834043656850089","0.5834043656850086","0.5834043656850086"
"10","0.5813624504051111","0.5813624504051111","0.5813624504051111"
"11","0.5793276818286938","0.5793276818286933","0.5793276818286933"
"12","0.5773000349422933","0.5773000349422929","0.5773000349422929"
"13","0.5752794848199945","0.5752794848199949","0.5752794848199949"
"14","0.5732660066231253","0.573266006623125","0.573266006623125"
"15","0.5712595755999442","0.5712595755999441","0.5712595755999441"
"16","0.5692601670853444","0.5692601670853443","0.5692601670853443"
"17","0.5672677565005454","0.5672677565005456","0.5672677565005456"
"18","0.5652823193527934","0.5652823193527937","0.5652823193527937"
"19","0.563303831235059","0.563303831235059","0.563303831235059"
"20","0.5613322678257365","0.5613322678257363","0.5613322678257363"
"21","0.559367604888346","0.5593676048883462","0.5593676048883462"
"22","0.5574098182712371","0.557409818271237","0.557409818271237"
"23","0.555458883907288","0.5554588839072877","0.5554588839072877"
"24","0.5535147778136124","0.5535147778136122","0.5535147778136122"
"25","0.5515774760912643","0.5515774760912646","0.5515774760912646"
"26","0.5496469549249453","0.5496469549249452","0.5496469549249452"
"27","0.5477231905827081","0.5477231905827079","0.5477231905827079"
"28","0.5458061594156688","0.5458061594156685","0.5458061594156685"
"29","0.5438958378577134","0.5438958378577137","0.5438958378577137"
"30","0.5419922024252114","0.5419922024252117","0.5419922024252117"
"31","0.5400952297167233","0.5400952297167235","0.5400952297167235"
"32","0.5382048964127151","0.5382048964127151","0.5382048964127151"
"33","0.5363211792752708","0.5363211792752706","0.5363211792752706"
"34","0.534444055147807","0.5344440551478071","0.5344440551478071"
"35","0.5325735009547898","0.5325735009547898","0.5325735009547898"
"36","0.5307094937014479","0.5307094937014482","0.5307094937014482"
"37","0.528852010473493","0.5288520104734931","0.5288520104734931"
